iter	Logloss
155	0.4063738624
156	0.4058760144
157	0.405478326
158	0.405122627
159	0.4047632439
160	0.4044928426
161	0.4042130391
162	0.4035465656
163	0.4029879565
164	0.4027344715
165	0.4023711351
166	0.4019013624
167	0.4015453679
168	0.401180445
169	0.4006885891
170	0.400026406
171	0.3997761938
172	0.399364448
173	0.3989935299
174	0.3985822181
175	0.398351583
176	0.3981700028
177	0.3976012704
178	0.397095846
179	0.3968327972
180	0.3962662819
181	0.3961200463
182	0.3957383299
183	0.3954632448
184	0.3951113456
185	0.3947887301
186	0.3943871902
187	0.3939442749
188	0.3936158653
189	0.393308922
190	0.39302353
191	0.3928195113
192	0.3925480893
193	0.392251318
194	0.3920802622
195	0.3918224689
196	0.3915170714
197	0.3911449074
198	0.3906284792
199	0.3902725357
200	0.3898881079
201	0.3894398467
202	0.3891086879
203	0.3886470397
204	0.388314098
205	0.3879225878
206	0.387631794
207	0.3872278362
208	0.3870479031
209	0.3867845236
210	0.386637437
211	0.3863809334
212	0.3859203156
213	0.3856554902
214	0.3850477761
215	0.3846352319
216	0.3839340285
217	0.3835543556
218	0.3831609699
219	0.3827936099
220	0.3825464639
221	0.3822566796
222	0.3819228809
223	0.3816985651
224	0.3815100513
225	0.3812067812
226	0.3806587075
227	0.3803409993
228	0.3799463734
229	0.3795040965
230	0.3792217151
231	0.3789293595
232	0.3787082029
233	0.3783202429
234	0.3780397583
235	0.3778616613
236	0.3773995138
237	0.3771301056
238	0.3768867427
239	0.376469151
240	0.3760522033
241	0.3756750296
242	0.3753329133
243	0.3749624017
244	0.3745470148
245	0.3740755735
246	0.373866015
247	0.3735958936
248	0.3733348555
249	0.3729610941
250	0.3727005768
251	0.3725132922
252	0.3722553148
253	0.3718540999
254	0.3713778982
255	0.3710288511
256	0.3707375169
257	0.3705482222
258	0.3703274898
259	0.3700565512
260	0.3696986312
261	0.369532437
262	0.3692196773
263	0.368985983
264	0.3685539569
265	0.3682625003
266	0.3678416357
267	0.367539082
268	0.3671263051
269	0.3669492307
270	0.3666790068
271	0.3662698497
272	0.3658884321
273	0.3654838081
274	0.365356283
275	0.3651120557
276	0.3647115259
277	0.3644769328
278	0.364183972
279	0.3640061053
280	0.3636850286
281	0.3634142435
282	0.3630959835
283	0.362869774
284	0.3626697117
285	0.3625432419
286	0.362239954
287	0.3620550218
288	0.3618334086
289	0.361554159
290	0.361408126
291	0.361015623
292	0.3606275355
293	0.3604433628
294	0.3599547557
295	0.3594523243
296	0.3591233699
297	0.358896335
298	0.3586169645
299	0.3582582483
300	0.3579358058
301	0.357701192
302	0.3574834407
303	0.3572747018
304	0.3571270287
305	0.3568433304
306	0.3563351038
307	0.3561077319
308	0.3557882861
309	0.3555425939
310	0.3552173943
311	0.3548289595
312	0.3546095638
313	0.3544049583
314	0.3541556646
315	0.3538045682
316	0.3534485219
317	0.3532202071
318	0.3530150358
319	0.3527145748
320	0.3523867968
321	0.3521714189
322	0.3517727402
323	0.3516203933
324	0.3514412305
325	0.3512805932
326	0.3509497841
327	0.3506691978
328	0.3504894563
329	0.3502313803
330	0.3499887411
331	0.3497649945
332	0.3495210113
333	0.3493184839
334	0.3489903451
335	0.3487011599
336	0.3482083323
337	0.3479836977
338	0.347719053
339	0.3474004405
340	0.3471973106
341	0.34691707
342	0.3467166567
343	0.3464170524
344	0.3461583117
345	0.3458572344
346	0.3456941109
347	0.3452340465
348	0.3449016012
349	0.3446343848
350	0.3443456945
351	0.344029968
352	0.3436459948
353	0.3432853669
354	0.3431401115
355	0.3429202317
356	0.3425659521
357	0.3423673083
358	0.3420419024
359	0.341866446
360	0.3415979073
361	0.3412634663
362	0.3409064966
363	0.3405369314
364	0.3402755329
365	0.3399399702
366	0.3397074565
367	0.3393931651
368	0.338805802
369	0.3384451452
370	0.338280129
371	0.3378072415
372	0.3375761692
373	0.3372877777
374	0.3370111064
375	0.3367399518
376	0.3365852345
377	0.3363653235
378	0.3360922053
379	0.3357512814
380	0.3355789468
381	0.3353115326
382	0.3350807909
383	0.3349331272
384	0.3345084431
385	0.3342055808
386	0.3339549567
387	0.3337399733
388	0.3335301345
389	0.3332020502
390	0.3328763655
391	0.332447986
392	0.3320456805
393	0.3318935196
394	0.3315855473
395	0.3313973899
396	0.3311860681
397	0.3309155823
398	0.3307025908
399	0.330453247
400	0.3302632478
401	0.3300136361
402	0.3296209515
403	0.3294237669
404	0.3290492551
405	0.3288208146
406	0.3285921871
407	0.3282922124
408	0.3281278719
409	0.327914154
410	0.3276807778
411	0.3274995648
412	0.3273140622
413	0.3270475376
414	0.3268202354
415	0.3266395219
416	0.3264184468
417	0.32615642
418	0.3259467763
419	0.3257013997
420	0.3254120634
421	0.3251533104
422	0.3248700747
423	0.3245420698
424	0.3243006467
425	0.324100985
426	0.323927852
427	0.3235483035
428	0.3233083014
429	0.3230689838
430	0.3228351861
431	0.3225544768
432	0.3222285218
433	0.322043073
434	0.3218146402
435	0.3216052553
436	0.321401992
437	0.3210684637
438	0.3207993518
439	0.3206210294
440	0.3204224288
441	0.3201456256
442	0.3199065223
443	0.3196621447
444	0.3193060687
445	0.3190535774
446	0.318753937
447	0.3185992514
448	0.3183652441
449	0.3181984942
450	0.3179816441
451	0.3176816438
452	0.3175114314
453	0.3173308653
454	0.3171324391
455	0.3168525245
456	0.3166287447
457	0.3162889835
458	0.3160227701
459	0.3158693199
460	0.3156189964
461	0.3154579628
462	0.3152354557
463	0.3148920334
464	0.3145765736
465	0.3143289062
466	0.3141209081
467	0.3139308472
468	0.313736523
469	0.3134450343
470	0.3133325918
471	0.3130400941
472	0.3128562695
473	0.3126158042
474	0.3123914898
475	0.3122342551
476	0.3120592877
477	0.311924217
478	0.3117492136
479	0.3114483886
480	0.3111573536
481	0.3109000529
482	0.3107029311
483	0.3104620815
484	0.310268471
485	0.3100227483
486	0.3098401678
487	0.3096508313
488	0.309413049
489	0.3091334411
490	0.3089100462
491	0.3087293959
492	0.3085489024
493	0.3083628546
494	0.3081648069
495	0.3079740145
496	0.3078248532
497	0.3076302382
498	0.307345229
499	0.307137243
500	0.3070115036
501	0.3068202461
502	0.3065250267
503	0.3063582033
504	0.3061271202
505	0.3060040332
506	0.3058237454
507	0.3055335465
508	0.3053128797
509	0.3050376494
510	0.3047626362
511	0.3045037732
512	0.3043029385
513	0.3041434402
514	0.3039116313
515	0.3037204637
516	0.3034869982
517	0.3033716079
518	0.3031285852
519	0.3029261101
520	0.3028094584
521	0.3025505474
522	0.3023236552
523	0.3020990462
524	0.3016629055
525	0.3014693003
526	0.3013730285
527	0.3011951828
528	0.3010062924
529	0.3008660019
530	0.3007094371
531	0.3004933949
532	0.3001770639
533	0.2998889702
534	0.2996575317
535	0.2993883325
536	0.2991436683
537	0.2989468846
538	0.2987602556
539	0.2984567414
540	0.2983019991
541	0.2980671766
542	0.2978047568
543	0.2976281491
544	0.297485868
545	0.2972749618
546	0.2968791864
547	0.2966689865
548	0.296417204
549	0.296160799
550	0.2960078616
551	0.2957640465
552	0.2955218604
553	0.2953407729
554	0.2951028038
555	0.2949170151
556	0.2946386332
557	0.2944023176
558	0.2942500315
559	0.294083879
560	0.2939780777
561	0.2937904391
562	0.293571192
563	0.2934251004
564	0.2932189933
565	0.2929277486
566	0.292744893
567	0.2925601131
568	0.292343306
569	0.2919940679
570	0.2917972297
571	0.2916729964
572	0.2915636608
573	0.2912424839
574	0.2910129597
575	0.290820304
576	0.2906865142
577	0.2904607579
578	0.2902038398
579	0.2899755489
580	0.2897104807
581	0.2895033942
582	0.2891876797
583	0.2890366226
584	0.2888741368
585	0.2885726742
586	0.2883594896
587	0.2881461133
588	0.287990566
589	0.2878004523
590	0.287650102
591	0.2874604297
592	0.2873319489
593	0.2870096434
594	0.2868621628
595	0.2867133646
596	0.2865697474
597	0.2864134665
598	0.2862891775
599	0.2860597834
600	0.2859320245
601	0.2857559523
602	0.2855814396
603	0.2854147745
604	0.2850797245
605	0.2849467802
606	0.2847462381
607	0.2845610346
608	0.2843816221
609	0.2840801365
610	0.2838760866
611	0.2837244818
612	0.2835461524
613	0.2833673409
614	0.2831467129
615	0.2828652515
616	0.2827893801
617	0.2824335419
618	0.2823068183
619	0.2821621338
620	0.2819363172
621	0.2817086817
622	0.2815401639
623	0.2813471285
624	0.2810714841
625	0.2809171566
626	0.280779761
627	0.2806830474
628	0.2804638058
629	0.280304847
630	0.2800905459
631	0.2798594579
632	0.2796294292
633	0.2794129269
634	0.279125677
635	0.2789713411
636	0.2788363385
637	0.2786087356
638	0.2784935606
639	0.2782907091
640	0.2781690317
641	0.2779417312
642	0.2777471252
643	0.2776007811
644	0.2775027804
645	0.2773631233
646	0.2772004149
647	0.2770807482
648	0.2768337981
649	0.2766201622
650	0.2764283889
651	0.2762512973
652	0.2761080129
653	0.2758813513
654	0.2757150853
655	0.2755743132
656	0.2754098382
657	0.2751698495
658	0.275040534
659	0.274783856
660	0.2746197033
661	0.2744474458
662	0.274266274
663	0.2740616933
664	0.2738810966
665	0.2735954356
666	0.2734778626
667	0.2732339809
668	0.2730361742
669	0.2727924008
670	0.2725428654
671	0.2722903119
672	0.2720981516
673	0.2718572732
674	0.2717676789
675	0.2716603957
676	0.2715083577
677	0.2712919502
678	0.2710178401
679	0.2708007229
680	0.2705843169
681	0.2704583345
682	0.2702004231
683	0.2699789593
684	0.2697338041
685	0.2695743063
686	0.2692534089
687	0.2690578151
688	0.2688611955
689	0.2686003727
690	0.2684111576
691	0.2682683018
692	0.2681232636
693	0.2679587059
694	0.267850097
695	0.2676708006
696	0.2675416233
697	0.2673930597
698	0.2671558817
699	0.2669470739
700	0.2667647956
701	0.2666234137
702	0.2664819792
703	0.2661927081
704	0.2660684183
705	0.2659312307
706	0.2656948565
707	0.2655177031
708	0.2652802884
709	0.265020425
710	0.2647752608
711	0.2646407108
712	0.2644109725
713	0.2641082806
714	0.263972997
715	0.2636959525
716	0.2634869607
717	0.26341045
718	0.2632108951
719	0.2629728033
720	0.2627979065
721	0.2626602068
722	0.2624757952
723	0.2621993169
724	0.2621181286
725	0.2619699191
726	0.2617360665
727	0.2615706406
728	0.2614058929
729	0.2612326614
730	0.260973396
731	0.2608331238
732	0.2605905145
733	0.2603023705
734	0.2600830364
735	0.2597970103
736	0.2596394485
737	0.2594425083
738	0.2592080167
739	0.2590582331
740	0.2588670705
741	0.2587905922
742	0.2586612299
743	0.2585276068
744	0.2584103595
745	0.2581985302
746	0.2580305041
747	0.2578286316
748	0.2576997221
749	0.2575179942
750	0.257415397
751	0.2572595024
752	0.2570724636
753	0.2568967142
754	0.2567762178
755	0.2566992139
756	0.2565016406
757	0.2562965618
758	0.2561428125
759	0.2559934838
760	0.2558322852
761	0.255715847
762	0.2555212495
763	0.2553610791
764	0.2551918335
765	0.2549706729
766	0.2547916304
767	0.2547189071
768	0.2545433379
769	0.254307647
770	0.2541439412
771	0.253866328
772	0.2537392735
773	0.2535208931
774	0.2533331638
775	0.2532677785
776	0.2531001901
777	0.2529423001
778	0.2527500588
779	0.2525321134
780	0.252398891
781	0.2520843945
782	0.2519140359
783	0.2516126778
784	0.2514872414
785	0.2513686158
786	0.2512020151
787	0.2510156234
788	0.2508011839
789	0.2506501485
790	0.2503670055
791	0.2502032118
792	0.2499044119
793	0.2497075823
794	0.2495177258
795	0.2492851086
796	0.2491650447
797	0.2490548987
798	0.2487620342
799	0.2486015563
800	0.2483681356
801	0.2481952047
802	0.2480810676
803	0.2478241967
804	0.2476608184
805	0.2475086823
806	0.2472340784
807	0.2470086511
808	0.2468908379
809	0.2466974026
810	0.2465052701
811	0.2463232763
812	0.2461511779
813	0.2459193797
814	0.2457028013
815	0.2455557036
816	0.245286408
817	0.2451158092
818	0.2449570885
819	0.2447677253
820	0.2446363108
821	0.2445121538
822	0.2443974598
823	0.2442510465
824	0.2440830466
825	0.2439407544
826	0.243811415
827	0.2436022666
828	0.2433390574
829	0.2432068148
830	0.2430426395
831	0.2429255972
832	0.2428124441
833	0.2426152331
834	0.242474798
835	0.2423663994
836	0.242117096
837	0.2419733741
838	0.241811316
839	0.2415532913
840	0.2414046287
841	0.2412409191
842	0.2410807935
843	0.2409141886
844	0.2407413317
845	0.2405291555
846	0.2403971613
847	0.2401975277
848	0.2400782937
849	0.2399450818
850	0.2397591068
851	0.239500526
852	0.2393110915
853	0.2392116885
854	0.2390495979
855	0.2389532882
856	0.2388005135
857	0.2386928565
858	0.2384936023
859	0.2383653489
860	0.2382042885
861	0.2380397755
862	0.2378846155
863	0.2376628389
864	0.2375831752
865	0.2373273771
866	0.237130061
867	0.2369665738
868	0.2368587406
869	0.2366672441
870	0.2365605585
871	0.236406325
872	0.2362602487
873	0.2361416994
874	0.2360155212
875	0.2357694944
876	0.2356177729
877	0.2354418802
878	0.235301771
879	0.2351961202
880	0.2350877783
881	0.2349835823
882	0.2348518718
883	0.2347382838
884	0.2345723513
885	0.2344445781
886	0.234272438
887	0.2341652331
888	0.2339295796
889	0.233653753
890	0.2334738183
891	0.233348233
892	0.2331859004
893	0.2330371519
894	0.2328632181
895	0.2327734781
896	0.2325767825
897	0.2324524004
898	0.23227912
899	0.2321063467
900	0.2319499046
901	0.2317581301
902	0.2316543882
903	0.2314720038
904	0.2313410207
905	0.2312192494
906	0.2311026241
907	0.2309290089
908	0.2307500134
909	0.2306056372
910	0.2305046377
911	0.2303874857
912	0.2301952949
913	0.2300300598
914	0.2299255277
915	0.2297437158
916	0.2295987327
917	0.2293447748
918	0.229175375
919	0.2290272748
920	0.2288426181
921	0.2287256308
922	0.2285928098
923	0.2284268677
924	0.2282603865
925	0.2280113852
926	0.2279293531
927	0.2277597011
928	0.2276551122
929	0.2274304231
930	0.2273000534
931	0.2270834869
932	0.2269709908
933	0.2267802862
934	0.2266304606
935	0.2265280719
936	0.2263527463
937	0.2262047949
938	0.2260301281
939	0.2258853537
940	0.2257740923
941	0.2256314933
942	0.2254463759
943	0.2252881726
944	0.225111287
945	0.2249821821
946	0.2247942797
947	0.2245797833
948	0.2245029149
949	0.2242713501
950	0.2241113177
951	0.2238884541
952	0.2236743028
953	0.2234774237
954	0.2233561612
955	0.2232367157
956	0.2231130335
957	0.2229680642
958	0.2227436594
959	0.2224854487
960	0.2223685257
961	0.2221996045
962	0.2220490266
963	0.2219008572
964	0.2217593471
965	0.2215696113
966	0.2213681732
967	0.2212633077
968	0.2211539336
969	0.2209134037
970	0.2207891016
971	0.2206132885
972	0.2204780876
973	0.2202648849
974	0.2201047156
975	0.2199856776
976	0.2198678037
977	0.2197269679
978	0.2195842186
979	0.2194176196
980	0.219319693
981	0.2191338733
982	0.2190730638
983	0.2189962703
984	0.2188867309
985	0.2187663439
986	0.2186369469
987	0.2185564258
988	0.2184717632
989	0.2183264933
990	0.2181689027
991	0.2180335404
992	0.2178982388
993	0.2177706026
994	0.2176102298
995	0.2173698681
996	0.2171677018
997	0.2170467538
998	0.2168444044
999	0.2166682921
